dataset,seed,n_nodes,n_leaves,depth,mean_node_margin,binary_split_fraction,method,fit_time_sec
balance_scale,1,31.0,16.0,4.0,0.4166666666666667,0.0,mags_binary_excluded,0.0015654999879188
balance_scale,1,31.0,16.0,4.0,0.4166666666666667,0.0,mags_fixed,0.0016039999900385
balance_scale,1,81.0,41.0,7.0,0.4458333333333334,0.0,mags_tuned,0.0891686000104527
balance_scale,1,29.0,15.0,4.0,0.3214285714285714,0.0,matched_gini,0.0019129999855067
balance_scale,1,29.0,15.0,4.0,,,noise_augmented_cart,0.0009140000038314
balance_scale,1,,,,,,random_forest,0.0604312999930698
balance_scale,1,,,,,,rbf_svm,0.0015897000266704
balance_scale,2,29.0,15.0,4.0,,,cart_fixed,0.0006146999949123
balance_scale,2,25.0,13.0,6.0,,,cart_pruned,0.0137131999945268
balance_scale,2,63.0,32.0,6.0,,,cart_tuned_depth,0.0075586000166367
balance_scale,2,,,,,,extra_trees,0.0404397999809589
balance_scale,2,,,,,,linear_svm,0.0017068000161089
balance_scale,2,29.0,15.0,4.0,0.3154761904761904,0.0,mags_binary_excluded,0.0016643999842926
balance_scale,2,29.0,15.0,4.0,0.3154761904761904,0.0,mags_fixed,0.0016507999971508
balance_scale,2,45.0,23.0,5.0,0.3484848484848484,0.0,mags_tuned,0.0707381999818608
balance_scale,2,29.0,15.0,4.0,0.2619047619047619,0.0,matched_gini,0.0016869000100996
balance_scale,2,31.0,16.0,4.0,,,noise_augmented_cart,0.0011614999966695
balance_scale,2,,,,,,random_forest,0.0554747999995015
balance_scale,2,,,,,,rbf_svm,0.0033195000141859
balance_scale,3,31.0,16.0,4.0,,,cart_fixed,0.0005645000201184
balance_scale,3,39.0,20.0,5.0,,,cart_pruned,0.0127059000078588
balance_scale,3,61.0,31.0,5.0,,,cart_tuned_depth,0.0111077000037767
balance_scale,3,,,,,,extra_trees,0.0466569999989587
balance_scale,3,,,,,,linear_svm,0.0011164000025019
balance_scale,3,31.0,16.0,4.0,0.3555555555555555,0.0,mags_binary_excluded,0.0016142000094987
balance_scale,3,31.0,16.0,4.0,0.3555555555555555,0.0,mags_fixed,0.0015149999817367
balance_scale,3,81.0,41.0,7.0,0.5354166666666667,0.0,mags_tuned,0.0717105000221636
balance_scale,3,31.0,16.0,4.0,0.2555555555555556,0.0,matched_gini,0.001664699986577
balance_scale,3,31.0,16.0,4.0,,,noise_augmented_cart,0.0018206000095233
balance_scale,3,,,,,,random_forest,0.0811698999896179
balance_scale,3,,,,,,rbf_svm,0.0016723999870009
balance_scale,4,29.0,15.0,4.0,,,cart_fixed,0.0006273000035434
balance_scale,4,41.0,21.0,6.0,,,cart_pruned,0.0150117999874055
balance_scale,4,85.0,43.0,8.0,,,cart_tuned_depth,0.0077182999812066
balance_scale,4,,,,,,extra_trees,0.0477633999835234
balance_scale,4,,,,,,linear_svm,0.0015506999916397
balance_scale,4,29.0,15.0,4.0,0.3571428571428571,0.0,mags_binary_excluded,0.0016773999959696
balance_scale,4,29.0,15.0,4.0,0.3571428571428571,0.0,mags_fixed,0.0015719999792054
balance_scale,4,53.0,27.0,5.0,0.4775641025641025,0.0,mags_tuned,0.0838554999791085
balance_scale,4,29.0,15.0,4.0,0.3571428571428571,0.0,matched_gini,0.0016132000018842
balance_scale,4,29.0,15.0,4.0,,,noise_augmented_cart,0.0008862999966368
balance_scale,4,,,,,,random_forest,0.0589972000161651
balance_scale,4,,,,,,rbf_svm,0.0019129000138491
balance_scale,5,31.0,16.0,4.0,,,cart_fixed,0.0006793999928049
balance_scale,5,25.0,13.0,5.0,,,cart_pruned,0.0111987000273074
balance_scale,5,51.0,26.0,5.0,,,cart_tuned_depth,0.0073780000093393
balance_scale,5,,,,,,extra_trees,0.039131500001531
balance_scale,5,,,,,,linear_svm,0.0010963999957311
balance_scale,5,31.0,16.0,4.0,0.2833333333333333,0.0,mags_binary_excluded,0.0015980999742168
balance_scale,5,31.0,16.0,4.0,0.2833333333333333,0.0,mags_fixed,0.0017652999958954
balance_scale,5,31.0,16.0,4.0,0.3166666666666666,0.0,mags_tuned,0.0862888999981805
balance_scale,5,31.0,16.0,4.0,0.2833333333333333,0.0,matched_gini,0.0017268999945372
balance_scale,5,31.0,16.0,4.0,,,noise_augmented_cart,0.0008579999848734
balance_scale,5,,,,,,random_forest,0.0646020999993197
balance_scale,5,,,,,,rbf_svm,0.0015898999990895
balance_scale,6,31.0,16.0,4.0,,,cart_fixed,0.000708300009137
balance_scale,6,25.0,13.0,4.0,,,cart_pruned,0.0144373999792151
balance_scale,6,77.0,39.0,6.0,,,cart_tuned_depth,0.0095596000028308
balance_scale,6,,,,,,extra_trees,0.0421905000112019
balance_scale,6,,,,,,linear_svm,0.0011181999871041
balance_scale,6,31.0,16.0,4.0,0.2888888888888888,0.0,mags_binary_excluded,0.0016152999887708
balance_scale,6,31.0,16.0,4.0,0.2888888888888888,0.0,mags_fixed,0.0015493999817408
balance_scale,6,83.0,42.0,7.0,0.5528455284552846,0.0,mags_tuned,0.0768566000042483
balance_scale,6,31.0,16.0,4.0,0.2722222222222222,0.0,matched_gini,0.0016372000100091
balance_scale,6,31.0,16.0,4.0,,,noise_augmented_cart,0.0012573999993037
balance_scale,6,,,,,,random_forest,0.0575935000088065
balance_scale,6,,,,,,rbf_svm,0.0016466999950353
balance_scale,7,31.0,16.0,4.0,,,cart_fixed,0.0006691000016871
balance_scale,7,27.0,14.0,6.0,,,cart_pruned,0.0154175999923609
balance_scale,7,31.0,16.0,4.0,,,cart_tuned_depth,0.0106281999906059
balance_scale,7,,,,,,extra_trees,0.0475308999884873
balance_scale,7,,,,,,linear_svm,0.0024914999958127
balance_scale,7,31.0,16.0,4.0,0.4222222222222223,0.0,mags_binary_excluded,0.001611200015759
balance_scale,7,31.0,16.0,4.0,0.4222222222222223,0.0,mags_fixed,0.0015925000188872
balance_scale,7,91.0,46.0,7.0,0.5518518518518518,0.0,mags_tuned,0.0767532000027131
balance_scale,7,31.0,16.0,4.0,0.3166666666666666,0.0,matched_gini,0.0017367000109516
balance_scale,7,31.0,16.0,4.0,,,noise_augmented_cart,0.0010731000220403
balance_scale,7,,,,,,random_forest,0.0728641999885439
balance_scale,7,,,,,,rbf_svm,0.0019159999792464
balance_scale,8,29.0,15.0,4.0,,,cart_fixed,0.0006343999993987
balance_scale,8,27.0,14.0,7.0,,,cart_pruned,0.0162417999817989
balance_scale,8,29.0,15.0,4.0,,,cart_tuned_depth,0.0078849999990779
balance_scale,8,,,,,,extra_trees,0.0560324999969452
balance_scale,8,,,,,,linear_svm,0.0015599000034853
balance_scale,8,29.0,15.0,4.0,0.3154761904761904,0.0,mags_binary_excluded,0.0015601000050082
balance_scale,8,29.0,15.0,4.0,0.3154761904761904,0.0,mags_fixed,0.0015582999913021
balance_scale,8,29.0,15.0,4.0,0.3154761904761904,0.0,mags_tuned,0.0934445000020787
balance_scale,8,29.0,15.0,4.0,0.3095238095238095,0.0,matched_gini,0.0016714000084903
balance_scale,8,31.0,16.0,4.0,,,noise_augmented_cart,0.0009786000009626
balance_scale,8,,,,,,random_forest,0.0684218000096734
balance_scale,8,,,,,,rbf_svm,0.0020126000163145
balance_scale,9,31.0,16.0,4.0,,,cart_fixed,0.0006282999820541
balance_scale,9,17.0,9.0,4.0,,,cart_pruned,0.0114132000016979
balance_scale,9,31.0,16.0,4.0,,,cart_tuned_depth,0.0077299000113271
balance_scale,9,,,,,,extra_trees,0.0419938000268302
balance_scale,9,,,,,,linear_svm,0.0012260000221431
balance_scale,9,31.0,16.0,4.0,0.3555555555555555,0.0,mags_binary_excluded,0.0016749000060372
balance_scale,9,31.0,16.0,4.0,0.3555555555555555,0.0,mags_fixed,0.0016252999776042
balance_scale,9,53.0,27.0,5.0,0.4294871794871794,0.0,mags_tuned,0.0886797000130172
balance_scale,9,31.0,16.0,4.0,0.3055555555555556,0.0,matched_gini,0.0017202000017277
balance_scale,9,31.0,16.0,4.0,,,noise_augmented_cart,0.0008764000085648
balance_scale,9,,,,,,random_forest,0.0582151999988127
balance_scale,9,,,,,,rbf_svm,0.0017156999965664
balance_scale,10,31.0,16.0,4.0,,,cart_fixed,0.0005857000069227
balance_scale,10,39.0,20.0,6.0,,,cart_pruned,0.0113208999973721
balance_scale,10,31.0,16.0,4.0,,,cart_tuned_depth,0.0087806000083219
balance_scale,10,,,,,,extra_trees,0.0444619999907445
balance_scale,10,,,,,,linear_svm,0.0011262999905738
balance_scale,10,31.0,16.0,4.0,0.3555555555555555,0.0,mags_binary_excluded,0.0014756000018678
balance_scale,10,31.0,16.0,4.0,0.3555555555555555,0.0,mags_fixed,0.0014998000115156
balance_scale,10,31.0,16.0,4.0,0.3555555555555555,0.0,mags_tuned,0.0727631000045221
balance_scale,10,31.0,16.0,4.0,0.3111111111111111,0.0,matched_gini,0.0016445000073872
balance_scale,10,31.0,16.0,4.0,,,noise_augmented_cart,0.0008746999956201
balance_scale,10,,,,,,random_forest,0.0553596000245306
balance_scale,10,,,,,,rbf_svm,0.0017504999996162
balance_scale,11,29.0,15.0,4.0,,,cart_fixed,0.0005090999766252
balance_scale,11,83.0,42.0,9.0,,,cart_pruned,0.0174276000179816
balance_scale,11,75.0,38.0,6.0,,,cart_tuned_depth,0.0110608000250067
balance_scale,11,,,,,,extra_trees,0.055393799993908
balance_scale,11,,,,,,linear_svm,0.0016508000262547
balance_scale,11,29.0,15.0,4.0,0.25,0.0,mags_binary_excluded,0.0014572000072803
balance_scale,11,29.0,15.0,4.0,0.25,0.0,mags_fixed,0.0015216999745462
balance_scale,11,93.0,47.0,7.0,0.4782608695652174,0.0,mags_tuned,0.0940747999993618
balance_scale,11,29.0,15.0,4.0,0.25,0.0,matched_gini,0.0016810999950394
balance_scale,11,31.0,16.0,4.0,,,noise_augmented_cart,0.0011374999885447
balance_scale,11,,,,,,random_forest,0.0718098999932408
balance_scale,11,,,,,,rbf_svm,0.0023453999892808
balance_scale,12,31.0,16.0,4.0,,,cart_fixed,0.0006044000037945
balance_scale,12,91.0,46.0,8.0,,,cart_pruned,0.0155970000196248
balance_scale,12,81.0,41.0,6.0,,,cart_tuned_depth,0.0076859999971929
balance_scale,12,,,,,,extra_trees,0.0455987000023014
balance_scale,12,,,,,,linear_svm,0.0012563000200316
balance_scale,12,31.0,16.0,4.0,0.3,0.0,mags_binary_excluded,0.0015203999937511
balance_scale,12,31.0,16.0,4.0,0.3,0.0,mags_fixed,0.0017472000035922
balance_scale,12,31.0,16.0,4.0,0.3,0.0,mags_tuned,0.1030931000132113
balance_scale,12,31.0,16.0,4.0,0.2555555555555556,0.0,matched_gini,0.0017630999791435
balance_scale,12,31.0,16.0,4.0,,,noise_augmented_cart,0.0011062000121455
balance_scale,12,,,,,,random_forest,0.0646762000105809
balance_scale,12,,,,,,rbf_svm,0.0020110000041313
balance_scale,13,31.0,16.0,4.0,,,cart_fixed,0.0005647000216413
balance_scale,13,25.0,13.0,5.0,,,cart_pruned,0.0119313999894075
balance_scale,13,31.0,16.0,4.0,,,cart_tuned_depth,0.007386100012809
balance_scale,13,,,,,,extra_trees,0.0382197999861091
balance_scale,13,,,,,,linear_svm,0.0010945999820251
balance_scale,13,31.0,16.0,4.0,0.3166666666666666,0.0,mags_binary_excluded,0.001522600010503
balance_scale,13,31.0,16.0,4.0,0.3166666666666666,0.0,mags_fixed,0.0014581999857909
balance_scale,13,81.0,41.0,7.0,0.5145833333333334,0.0,mags_tuned,0.0828112999734003
balance_scale,13,31.0,16.0,4.0,0.2666666666666666,0.0,matched_gini,0.0015834999794606
balance_scale,13,31.0,16.0,4.0,,,noise_augmented_cart,0.0009165999945253
balance_scale,13,,,,,,random_forest,0.0545735000050626
balance_scale,13,,,,,,rbf_svm,0.0019053999858442
balance_scale,14,31.0,16.0,4.0,,,cart_fixed,0.0005984999879729
balance_scale,14,49.0,25.0,8.0,,,cart_pruned,0.0111355999833904
balance_scale,14,71.0,36.0,6.0,,,cart_tuned_depth,0.0076265999814495
balance_scale,14,,,,,,extra_trees,0.0426180000067688
balance_scale,14,,,,,,linear_svm,0.0011616999981924
balance_scale,14,31.0,16.0,4.0,0.2611111111111111,0.0,mags_binary_excluded,0.0016087999974843
balance_scale,14,31.0,16.0,4.0,0.2611111111111111,0.0,mags_fixed,0.001602800010005
balance_scale,14,77.0,39.0,7.0,0.5043859649122807,0.0,mags_tuned,0.0841015999903902
balance_scale,14,31.0,16.0,4.0,0.2611111111111111,0.0,matched_gini,0.0016908999823499
balance_scale,14,31.0,16.0,4.0,,,noise_augmented_cart,0.0008546999888494
balance_scale,14,,,,,,random_forest,0.0636846999987028
balance_scale,14,,,,,,rbf_svm,0.0016329999780282
balance_scale,15,29.0,15.0,4.0,,,cart_fixed,0.0005909999890718
balance_scale,15,41.0,21.0,6.0,,,cart_pruned,0.0114013999991584
balance_scale,15,53.0,27.0,5.0,,,cart_tuned_depth,0.0076453000074252
balance_scale,15,,,,,,extra_trees,0.0411918000027071
balance_scale,15,,,,,,linear_svm,0.0010984999826177
balance_scale,15,29.0,15.0,4.0,0.3214285714285714,0.0,mags_binary_excluded,0.0015990000101737
balance_scale,15,29.0,15.0,4.0,0.3214285714285714,0.0,mags_fixed,0.0015197000175248
balance_scale,15,75.0,38.0,7.0,0.481981981981982,0.0,mags_tuned,0.0732590999978128
balance_scale,15,29.0,15.0,4.0,0.3214285714285714,0.0,matched_gini,0.0016818000003695
balance_scale,15,31.0,16.0,4.0,,,noise_augmented_cart,0.0008668999944347
balance_scale,15,,,,,,random_forest,0.0600367000151891
balance_scale,15,,,,,,rbf_svm,0.0016170000017154
balance_scale,16,31.0,16.0,4.0,,,cart_fixed,0.000594600016484
balance_scale,16,41.0,21.0,6.0,,,cart_pruned,0.0114289000048302
balance_scale,16,97.0,49.0,7.0,,,cart_tuned_depth,0.007555099989986
balance_scale,16,,,,,,extra_trees,0.0463579000206664
balance_scale,16,,,,,,linear_svm,0.0011354000016581
balance_scale,16,31.0,16.0,4.0,0.2722222222222222,0.0,mags_binary_excluded,0.0015931000234559
balance_scale,16,31.0,16.0,4.0,0.2722222222222222,0.0,mags_fixed,0.001541100005852
balance_scale,16,93.0,47.0,7.0,0.5797101449275363,0.0,mags_tuned,0.0736656000080984
balance_scale,16,31.0,16.0,4.0,0.2722222222222222,0.0,matched_gini,0.0018571999971754
balance_scale,16,31.0,16.0,4.0,,,noise_augmented_cart,0.000876900012372
balance_scale,16,,,,,,random_forest,0.0597543000185396
balance_scale,16,,,,,,rbf_svm,0.0015291000017896
balance_scale,17,31.0,16.0,4.0,,,cart_fixed,0.0006432999798562
balance_scale,17,87.0,44.0,8.0,,,cart_pruned,0.0121420000214129
balance_scale,17,57.0,29.0,5.0,,,cart_tuned_depth,0.0075381000060588
balance_scale,17,,,,,,extra_trees,0.0429837999981828
balance_scale,17,,,,,,linear_svm,0.0011213999823667
balance_scale,17,31.0,16.0,4.0,0.3055555555555556,0.0,mags_binary_excluded,0.0015725999837741
balance_scale,17,31.0,16.0,4.0,0.3055555555555556,0.0,mags_fixed,0.0018014000088442
balance_scale,17,85.0,43.0,7.0,0.4623015873015873,0.0,mags_tuned,0.0788516000029631
balance_scale,17,31.0,16.0,4.0,0.3055555555555556,0.0,matched_gini,0.0017994999943766
balance_scale,17,31.0,16.0,4.0,,,noise_augmented_cart,0.0008881000103428
balance_scale,17,,,,,,random_forest,0.0640869000053498
balance_scale,17,,,,,,rbf_svm,0.0016618999943602
balance_scale,18,31.0,16.0,4.0,,,cart_fixed,0.0006106999935582
balance_scale,18,33.0,17.0,7.0,,,cart_pruned,0.0112013000180013
balance_scale,18,31.0,16.0,4.0,,,cart_tuned_depth,0.0074603999964892
balance_scale,18,,,,,,extra_trees,0.0557893000077456
balance_scale,18,,,,,,linear_svm,0.0010732999944593
balance_scale,18,31.0,16.0,4.0,0.3055555555555555,0.0,mags_binary_excluded,0.0016360000008717
balance_scale,18,31.0,16.0,4.0,0.3055555555555555,0.0,mags_fixed,0.0014698000159114
balance_scale,18,53.0,27.0,5.0,0.4775641025641025,0.0,mags_tuned,0.083938499999931
balance_scale,18,31.0,16.0,4.0,0.2611111111111111,0.0,matched_gini,0.0015944000042509
balance_scale,18,31.0,16.0,4.0,,,noise_augmented_cart,0.0011869999871123
balance_scale,18,,,,,,random_forest,0.0596217999991495
balance_scale,18,,,,,,rbf_svm,0.0016538999916519
balance_scale,19,31.0,16.0,4.0,,,cart_fixed,0.0006222999945748
balance_scale,19,21.0,11.0,4.0,,,cart_pruned,0.013009400019655
balance_scale,19,73.0,37.0,6.0,,,cart_tuned_depth,0.0079683999938424
balance_scale,19,,,,,,extra_trees,0.056611799984239
balance_scale,19,,,,,,linear_svm,0.001739200000884
balance_scale,19,31.0,16.0,4.0,0.3722222222222222,0.0,mags_binary_excluded,0.0015819999971427
balance_scale,19,31.0,16.0,4.0,0.3722222222222222,0.0,mags_fixed,0.00168649997795
balance_scale,19,31.0,16.0,4.0,0.3722222222222222,0.0,mags_tuned,0.0667916999955196
balance_scale,19,31.0,16.0,4.0,0.3222222222222222,0.0,matched_gini,0.0016305999888572
balance_scale,19,31.0,16.0,4.0,,,noise_augmented_cart,0.0011855000047944
balance_scale,19,,,,,,random_forest,0.0660146000154782
balance_scale,19,,,,,,rbf_svm,0.0021622999920509
balance_scale,20,31.0,16.0,4.0,,,cart_fixed,0.0005698000022675
balance_scale,20,39.0,20.0,7.0,,,cart_pruned,0.0147772000054828
balance_scale,20,15.0,8.0,3.0,,,cart_tuned_depth,0.0101950999815016
balance_scale,20,,,,,,extra_trees,0.0450196000165306
balance_scale,20,,,,,,linear_svm,0.001979399996344
balance_scale,20,31.0,16.0,4.0,0.3833333333333333,0.0,mags_binary_excluded,0.0015565000066999
balance_scale,20,31.0,16.0,4.0,0.3833333333333333,0.0,mags_fixed,0.001588899991475
balance_scale,20,31.0,16.0,4.0,0.4166666666666667,0.0,mags_tuned,0.0817005999851971
balance_scale,20,31.0,16.0,4.0,0.3333333333333333,0.0,matched_gini,0.0018162000051233
balance_scale,20,31.0,16.0,4.0,,,noise_augmented_cart,0.0009031000081449
balance_scale,20,,,,,,random_forest,0.0632535000040661
balance_scale,20,,,,,,rbf_svm,0.0022561000077985
balance_scale,21,31.0,16.0,4.0,,,cart_fixed,0.0006780999829061
balance_scale,21,45.0,23.0,7.0,,,cart_pruned,0.0167999000113923
balance_scale,21,31.0,16.0,4.0,,,cart_tuned_depth,0.0111049000115599
balance_scale,21,,,,,,extra_trees,0.047908800013829
balance_scale,21,,,,,,linear_svm,0.0011846999987028
balance_scale,21,31.0,16.0,4.0,0.3888888888888889,0.0,mags_binary_excluded,0.0016866000078152
balance_scale,21,31.0,16.0,4.0,0.3888888888888889,0.0,mags_fixed,0.0015597000019624
balance_scale,21,87.0,44.0,7.0,0.563953488372093,0.0,mags_tuned,0.0851406000147108
balance_scale,21,31.0,16.0,4.0,0.2722222222222222,0.0,matched_gini,0.0017459999944549
balance_scale,21,31.0,16.0,4.0,,,noise_augmented_cart,0.0011113999935332
balance_scale,21,,,,,,random_forest,0.0624378999928012
balance_scale,21,,,,,,rbf_svm,0.0016139000072143
balance_scale,22,31.0,16.0,4.0,,,cart_fixed,0.0005424999981187
balance_scale,22,37.0,19.0,7.0,,,cart_pruned,0.0118871000013314
balance_scale,22,31.0,16.0,4.0,,,cart_tuned_depth,0.0097308999975211
balance_scale,22,,,,,,extra_trees,0.0416097000124864
balance_scale,22,,,,,,linear_svm,0.0015289000002667
balance_scale,22,31.0,16.0,4.0,0.3,0.0,mags_binary_excluded,0.0015566000074613
balance_scale,22,31.0,16.0,4.0,0.3,0.0,mags_fixed,0.0015581000188831
balance_scale,22,89.0,45.0,7.0,0.5284090909090909,0.0,mags_tuned,0.0919521999894641
balance_scale,22,31.0,16.0,4.0,0.25,0.0,matched_gini,0.0017472000035922
balance_scale,22,31.0,16.0,4.0,,,noise_augmented_cart,0.0008628999930806
balance_scale,22,,,,,,random_forest,0.0649771000025793
balance_scale,22,,,,,,rbf_svm,0.0021095999982208
balance_scale,23,31.0,16.0,4.0,,,cart_fixed,0.0007638999959453
balance_scale,23,63.0,32.0,7.0,,,cart_pruned,0.0113410000049043
balance_scale,23,31.0,16.0,4.0,,,cart_tuned_depth,0.0075119000102858
balance_scale,23,,,,,,extra_trees,0.0421138999809045
balance_scale,23,,,,,,linear_svm,0.0011867000139318
balance_scale,23,31.0,16.0,4.0,0.3722222222222222,0.0,mags_binary_excluded,0.0019772000086959
balance_scale,23,31.0,16.0,4.0,0.3722222222222222,0.0,mags_fixed,0.0016794999828562
balance_scale,23,15.0,8.0,3.0,0.3571428571428571,0.0,mags_tuned,0.0881305999937467
balance_scale,23,31.0,16.0,4.0,0.2722222222222222,0.0,matched_gini,0.0016818000003695
balance_scale,23,31.0,16.0,4.0,,,noise_augmented_cart,0.000871600001119
balance_scale,23,,,,,,random_forest,0.0606663000071421
balance_scale,23,,,,,,rbf_svm,0.0016176000062841
balance_scale,24,29.0,15.0,4.0,,,cart_fixed,0.0007194000063464
balance_scale,24,43.0,22.0,6.0,,,cart_pruned,0.012589999998454
balance_scale,24,79.0,40.0,6.0,,,cart_tuned_depth,0.00758879998466
balance_scale,24,,,,,,extra_trees,0.0539793000207282
balance_scale,24,,,,,,linear_svm,0.0016555000038351
balance_scale,24,29.0,15.0,4.0,0.25,0.0,mags_binary_excluded,0.0025354999816045
balance_scale,24,29.0,15.0,4.0,0.25,0.0,mags_fixed,0.002563399990322
balance_scale,24,29.0,15.0,4.0,0.25,0.0,mags_tuned,0.0897224999789614
balance_scale,24,29.0,15.0,4.0,0.25,0.0,matched_gini,0.0020439999934751
balance_scale,24,31.0,16.0,4.0,,,noise_augmented_cart,0.0009264000109396
balance_scale,24,,,,,,random_forest,0.0623154999921098
balance_scale,24,,,,,,rbf_svm,0.0024525999906472
balance_scale,25,31.0,16.0,4.0,,,cart_fixed,0.0013773000100627
balance_scale,25,97.0,49.0,7.0,,,cart_pruned,0.0113326999999117
balance_scale,25,85.0,43.0,6.0,,,cart_tuned_depth,0.007403899973724
balance_scale,25,,,,,,extra_trees,0.052166399982525
balance_scale,25,,,,,,linear_svm,0.0015640999772585
balance_scale,25,31.0,16.0,4.0,0.35,0.0,mags_binary_excluded,0.002930099988589
balance_scale,25,31.0,16.0,4.0,0.35,0.0,mags_fixed,0.0028168999997433
balance_scale,25,95.0,48.0,7.0,0.4822695035460993,0.0,mags_tuned,0.0721886999963317
balance_scale,25,31.0,16.0,4.0,0.3055555555555555,0.0,matched_gini,0.0027425999869592
balance_scale,25,31.0,16.0,4.0,,,noise_augmented_cart,0.0009092999971471
balance_scale,25,,,,,,random_forest,0.0566833000048063
balance_scale,25,,,,,,rbf_svm,0.0020979999972041
balance_scale,26,31.0,16.0,4.0,,,cart_fixed,0.0007536000048276
balance_scale,26,43.0,22.0,6.0,,,cart_pruned,0.0144125999941024
balance_scale,26,71.0,36.0,6.0,,,cart_tuned_depth,0.0084412000142037
balance_scale,26,,,,,,extra_trees,0.0483755000168457
balance_scale,26,,,,,,linear_svm,0.0010911999852396
balance_scale,26,31.0,16.0,4.0,0.3222222222222222,0.0,mags_binary_excluded,0.0018787000153679
balance_scale,26,31.0,16.0,4.0,0.3222222222222222,0.0,mags_fixed,0.0019709000189322
balance_scale,26,77.0,39.0,7.0,0.5285087719298245,0.0,mags_tuned,0.0645005999831482
balance_scale,26,31.0,16.0,4.0,0.3222222222222222,0.0,matched_gini,0.001746699999785
balance_scale,26,31.0,16.0,4.0,,,noise_augmented_cart,0.0008965999877545
balance_scale,26,,,,,,random_forest,0.0576716999930795
balance_scale,26,,,,,,rbf_svm,0.0016076999891083
balance_scale,27,31.0,16.0,4.0,,,cart_fixed,0.0006329000170808
balance_scale,27,35.0,18.0,6.0,,,cart_pruned,0.0127169999759644
